Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
90              0.75            3003            [0,3,8,11,21,22,28,48,65,69,88]                    11                             10003           753             0.039617300033569336
91              0.125           511             [87,10,15]                                         3                              10003           2471            0.04310727119445801
91              0.25            1023            [65,20,8,50]                                       4                              10003           1899            0.0405275821685791
91              0.5             2047            [43,29,14,1,33,51]                                 6                              10009           1320            0.03681230545043945
91              0.75            3071            [4,11,5,31,79,40,22,20,67,87]                      10                             10001           722             0.04148387908935547
92              0.125           523             [2,69,71]                                          3                              10003           2473            0.0421748161315918
92              0.25            1046            [4,54,88,47]                                       4                              10000           1864            0.03832745552062988
92              0.5             2093            [87,59,54,13,44,85]                                6                              10006           1272            0.035101890563964844
92              0.75            3139            [4,36,31,13,66,80,29,12,50]                        9                              10000           813             0.04061698913574219
93              0.125           534             [73,11,81]                                         3                              10002           2501            0.04259657859802246
93              0.25            1069            [59,90,88,28]                                      4                              10000           1860            0.039072275161743164
93              0.5             2139            [4,59,8,22,66,55,83]                               7                              10000           1223            0.034897804260253906
93              0.75            3208            [5,11,90,68,3,91,25,40,86,33]                      10                             10003           763             0.041604042053222656
94              0.125           546             [37,74,14]                                         3                              10001           2623            0.04406857490539551
94              0.25            1092            [26,39,69,2]                                       4                              10000           1865            0.038582801818847656
94              0.5             2185            [1,2,17,21,55,83,92]                               7                              10001           1212            0.03564119338989258
94              0.75            3278            [59,41,81,44,40,21,6,78,52,24,83]                  11                             10005           747             0.040390968322753906
95              0.125           558             [44,76,0]                                          3                              10002           2473            0.04366016387939453
95              0.25            1116            [43,55,10,34]                                      4                              10001           1855            0.03754782676696777
95              0.5             2232            [19,69,78,73,50]                                   5                              10005           1535            0.03939080238342285
95              0.75            3348            [26,8,79,25,40,45,92,16,94,63]                     10                             10003           714             0.04059100151062012
96              0.125           570             [39,29,23,9]                                       4                              10002           2198            0.04066777229309082
96              0.25            1140            [24,46,53,9]                                       4                              10000           1875            0.03772163391113281
96              0.5             2280            [11,36,72,1,79]                                    5                              10002           1536            0.0370938777923584
96              0.75            3420            [5,23,3,8,42,21,32,50,33,75]                       10                             10006           718             0.04163718223571777
97              0.125           582             [27,41,76]                                         3                              10003           2479            0.04391670227050781
97              0.25            1164            [87,90,35,76]                                      4                              10000           1858            0.03784942626953125
97              0.5             2328            [4,60,44,61,63,76]                                 6                              10006           1512            0.037178993225097656
97              0.75            3492            [26,68,8,57,52,84,19,55,92,58,43]                  11                             10004           742             0.03961920738220215
98              0.125           594             [43,75,88]                                         3                              10003           2468            0.042069196701049805
98              0.25            1188            [39,60,49,71]                                      4                              10006           1865            0.038106679916381836
98              0.5             2376            [15,27,7,31,38,72]                                 6                              10011           1253            0.03737807273864746
98              0.75            3564            [4,15,23,36,91,76,80,52,86,89,94]                  11                             10005           787             0.04016375541687012
99              0.125           606             [72,51,79]                                         3                              10001           2477            0.04254603385925293
99              0.25            1212            [55,1,42,9]                                        4                              10001           2155            0.04055380821228027
99              0.5             2425            [59,60,11,37,86,84]                                6                              10011           1254            0.036099910736083984
99              0.75            3638            [4,59,23,3,22,49,57,19,24,1,77]                    11                             10009           771             0.04105567932128906
100             0.125           618             [4,25,6,13]                                        4                              10003           1962            0.04264330863952637
100             0.25            1237            [49,21,66,85]                                      4                              10000           2256            0.052704572677612305
100             0.5             2475            [1,7,12,28,30,36,61]                               7                              10007           1216            0.03713655471801758
100             0.75            3712            [11,68,8,74,28,7,13,58,53,89,38]                   11                             10010           734             0.04393196105957031
101             0.125           631             [26,3,96]                                          3                              10001           2469            0.04517722129821777
101             0.25            1262            [87,55,54,35]                                      4                              10003           1875            0.04788374900817871
101             0.5             2525            [39,29,36,1,14]                                    5                              10011           1508            0.0410614013671875
101             0.75            3787            [59,90,97,3,0,60,35,37,54,83]                      10                             10004           773             0.04004716873168945
102             0.125           643             [20,14,77]                                         3                              10002           2469            0.044046640396118164
102             0.25            1287            [49,14,64,52]                                      4                              10004           1851            0.038938283920288086
102             0.5             2575            [1,4,10,44,55,64]                                  6                              10000           1261            0.0356135368347168
102             0.75            3863            [95,8,82,35,69,92,58,83,63]                        9                              10008           806             0.0400700569152832
103             0.125           656             [73,82,25]                                         3                              10002           2466            0.04377269744873047
103             0.25            1313            [45,71,77,101]                                     4                              10004           1839            0.042963504791259766
103             0.5             2626            [56,22,24,31,91,42]                                6                              10000           1245            0.04256391525268555
103             0.75            3939            [4,98,44,76,28,45,57,66,80,65,1]                   11                             10000           736             0.049814462661743164
104             0.125           669             [101,71,69]                                        3                              10001           2467            0.045070648193359375
104             0.25            1339            [69,92,41,61]                                      4                              10002           1856            0.04468178749084473
104             0.5             2678            [0,3,25,29,59,84,85]                               7                              10003           1215            0.055110931396484375
104             0.75            4017            [11,68,3,91,0,22,56,80,19,37,58]                   11                             10009           790             0.04449343681335449
105             0.125           682             [21,40,93]                                         3                              10001           2471            0.04694414138793945
105             0.25            1365            [90,41,104,86]                                     4                              10002           1850            0.04086923599243164
105             0.5             2730            [100,20,10,88,47,72]                               6                              10001           1322            0.037348031997680664
105             0.75            4095            [11,23,68,8,48,6,80,9,87,65,75]                    11                             10005           730             0.04389190673828125
106             0.125           695             [4,15,79]                                          3                              10000           2503            0.043921470642089844
106             0.25            1391            [47,84,91]                                         3                              10003           2387            0.04602932929992676
106             0.5             2782            [100,55,62,6,48]                                   5                              10010           1523            0.041915178298950195
106             0.75            4173            [15,36,73,51,6,66,92,53,93,94]                     10                             10003           781             0.044263362884521484
107             0.125           708             [21,45,98]                                         3                              10002           2467            0.046572208404541016
107             0.25            1417            [32,33,84,0]                                       4                              10003           1860            0.0419619083404541
107             0.5             2835            [43,105,92,30,50]                                  5                              10004           1541            0.041207075119018555
107             0.75            4253            [15,23,68,44,51,105,27,6,46,16]                    10                             10010           711             0.04263639450073242
108             0.125           722             [50,100,8]                                         3                              10000           2455            0.047612905502319336
108             0.25            1444            [90,20,102,35]                                     4                              10000           2004            0.042545318603515625
108             0.5             2889            [4,41,78,17,93]                                    5                              10000           1513            0.04180741310119629
108             0.75            4333            [3,98,44,25,40,74,45,46,55,32,101]                 11                             10011           722             0.04309844970703125
109             0.125           735             [87,104,52]                                        3                              10000           2500            0.050942182540893555
109             0.25            1471            [95,37,34,61]                                      4                              10000           1850            0.040375709533691406
109             0.5             2943            [4,39,45,30,76]                                    5                              10000           1535            0.04128694534301758
109             0.75            4414            [59,15,97,102,0,28,57,103,43,65,88]                11                             10007           722             0.044318199157714844
110             0.125           749             [87,72,82]                                         3                              10003           2518            0.04927372932434082
110             0.25            1498            [98,33,102,28]                                     4                              10001           1866            0.04269146919250488
110             0.5             2997            [4,60,18,1,3,81]                                   6                              10000           1244            0.03782010078430176
110             0.75            4496            [0,2,3,4,6,15,17,19,28,55,71]                      11                             10007           738             0.04396653175354004
111             0.125           763             [8,23,93]                                          3                              10001           2465            0.04525256156921387
111             0.25            1526            [15,105,50,64]                                     4                              10001           1845            0.04015851020812988
111             0.5             3052            [11,36,90,31,48,93]                                6                              10000           1240            0.03789806365966797
111             0.75            4578            [23,8,107,81,42,40,7,52,92,62,63]                  11                             10007           736             0.042062997817993164
112             0.125           777             [39,107,58]                                        3                              10001           2460            0.04626011848449707
112             0.25            1554            [111,107,77,110]                                   4                              10003           1942            0.04187321662902832
112             0.5             3108            [100,29,49,77,83,50]                               6                              10005           1444            0.04107022285461426
112             0.75            4662            [2,4,7,12,18,20,36,43,71,73,78,81]                 12                             10004           654             0.04388236999511719
113             0.125           791             [64,81,108]                                        3                              10002           2485            0.047205209732055664
113             0.25            1582            [24,1,12,67]                                       4                              10000           1853            0.04361867904663086
113             0.5             3164            [43,39,27,34,84]                                   5                              10005           1510            0.041150808334350586
113             0.75            4746            [111,3,44,42,106,55,92,86,103,43,54]               11                             10010           732             0.043303728103637695
114             0.125           805             [22,5,54]                                          3                              10002           2468            0.047144412994384766
114             0.25            1610            [43,82,78]                                         3                              10002           2391            0.04604649543762207
114             0.5             3220            [87,90,51,41,98,33]                                6                              10004           1248            0.03779268264770508
114             0.75            4830            [59,15,90,97,102,46,67,37,54,99]                   10                             10021           718             0.044788360595703125
115             0.125           819             [18,45,105]                                        3                              10001           2487            0.04595375061035156
115             0.25            1638            [19,27,88,79]                                      4                              10001           1844            0.04214596748352051
115             0.5             3277            [5,15,62,21,106,71,98]                             7                              10006           1231            0.03771519660949707
115             0.75            4916            [23,31,98,85,18,45,108,16,103]                     9                              10004           828             0.04461169242858887
116             0.125           833             [20,53,30]                                         3                              10000           2469            0.04654669761657715
116             0.25            1667            [26,36,88,17]                                      4                              10003           2197            0.044512271881103516
116             0.5             3335            [0,1,5,18,82,94]                                   6                              10006           1252            0.038450002670288086
116             0.75            5002            [5,95,36,47,74,6,114,29,92,16,61]                  11                             10006           736             0.04370713233947754
117             0.125           848             [20,15,78]                                         3                              10000           2470            0.04546070098876953
117             0.25            1696            [59,60,88,113]                                     4                              10000           2084            0.04266214370727539
117             0.5             3393            [5,55,72,31,6,63]                                  6                              10002           1372            0.041747093200683594
117             0.75            5089            [4,26,23,90,36,68,41,102,45,113,17,96,103]         13                             10013           672             0.04524040222167969
118             0.125           862             [103,63,85]                                        3                              10001           2466            0.0464024543762207
118             0.25            1725            [54,45,98]                                         3                              10001           2379            0.04513239860534668
118             0.5             3451            [102,52,112,75,84]                                 5                              10003           1512            0.0406649112701416
118             0.75            5177            [59,36,3,107,40,28,60,46,80,17]                    10                             10002           702             0.04229426383972168
119             0.125           877             [4,89,0]                                           3                              10001           2456            0.04577064514160156
119             0.25            1755            [37,10,116]                                        3                              10001           2382            0.05437469482421875
119             0.5             3510            [4,5,90,107,44,74,6]                               7                              10006           1228            0.04521894454956055
119             0.75            5265            [4,15,23,109,51,40,74,117,87,12]                   10                             10001           780             0.046645402908325195
120             0.125           892             [70,64,48]                                         3                              10000           2465            0.04680204391479492
120             0.25            1785            [103,112,41,78]                                    4                              10003           1913            0.04171276092529297
120             0.5             3570            [5,56,60,95,51,40]                                 6                              10010           1239            0.036789655685424805
120             0.75            5355            [91,98,47,82,49,27,116,61,115,10,83]               11                             10002           727             0.042230844497680664
121             0.125           907             [66,44,111]                                        3                              10001           2463            0.045563459396362305
121             0.25            1815            [100,33,79,76]                                     4                              10002           1816            0.04021024703979492
121             0.5             3630            [26,11,112,28,69,63]                               6                              10003           1258            0.03710150718688965
121             0.75            5445            [4,5,97,3,42,109,20,6,118,99]                      10                             10018           703             0.041170597076416016
122             0.125           922             [26,23,28]                                         3                              10001           2470            0.04544806480407715
122             0.25            1845            [4,26,32,85]                                       4                              10003           1847            0.04074740409851074
122             0.5             3690            [43,11,9,91,117,108]                               6                              10004           1483            0.03860354423522949
122             0.75            5535            [11,15,36,81,25,29,16,12,38,121]                   10                             10006           702             0.04580330848693848
123             0.125           937             [104,11,46]                                        3                              10001           2466            0.04656553268432617
123             0.25            1875            [56,95,106,61]                                     4                              10003           1835            0.040556907653808594
123             0.5             3751            [70,62,68,106,6,34]                                6                              10004           1245            0.037822723388671875
123             0.75            5627            [4,5,111,90,36,41,81,25,48,117,9,39]               12                             10012           646             0.039749860763549805
124             0.125           953             [63,46,118]                                        3                              10003           2460            0.047159433364868164
124             0.25            1906            [19,120,54,48]                                     4                              10000           1865            0.04471564292907715
124             0.5             3813            [19,100,115,95,113,17]                             6                              10005           1486            0.03960466384887695
124             0.75            5719            [1,3,5,10,12,15,16,43,69,91,121]                   11                             10008           719             0.0430450439453125
125             0.125           968             [80,17,12]                                         3                              10003           2465            0.0456695556640625
125             0.25            1937            [27,60,99]                                         3                              10003           2388            0.045929908752441406
125             0.5             3875            [87,59,15,27,57,93]                                6                              10006           1247            0.03752946853637695
125             0.75            5812            [11,120,76,78,114,39,119,12,62,77]                 10                             10017           733             0.04085278511047363
126             0.125           984             [96,0,99]                                          3                              10000           2464            0.04613804817199707
126             0.25            1968            [33,53,64,102]                                     4                              10001           1842            0.040364742279052734
126             0.5             3937            [26,59,68,8,60,9,53]                               7                              10005           1218            0.03655576705932617
126             0.75            5906            [5,25,48,74,46,117,119,16,1,89]                    10                             10010           720             0.04175400733947754
127             0.125           1000            [82,61,85]                                         3                              10001           2488            0.04714798927307129
127             0.25            2000            [19,89,121,82]                                     4                              10009           2073            0.04310941696166992
127             0.5             4000            [43,5,9,20,88,34]                                  6                              10006           1388            0.038765907287597656
127             0.75            6000            [90,120,31,98,82,39,70,115,65,77,99]               11                             10004           767             0.040570735931396484
128             0.125           1016            [125,27,106]                                       3                              10000           2518            0.04458308219909668
128             0.25            2032            [112,125,126,50]                                   4                              10000           1858            0.03905510902404785
128             0.5             4064            [26,11,25,82,87,101]                               6                              10004           1241            0.03656172752380371
128             0.75            6096            [26,23,31,71,107,81,25,49,66,88]                   10                             10001           718             0.04004168510437012
129             0.125           1032            [123,20,51]                                        3                              10000           2462            0.04557991027832031
129             0.25            2064            [4,3,49,50]                                        4                              10005           1850            0.03839373588562012
129             0.5             4128            [5,112,117,101,114]                                5                              10002           1504            0.03904604911804199
129             0.75            6192            [4,59,95,36,90,3,81,74,66,2,19,32,63]              13                             10024           672             0.04131579399108887
130             0.125           1048            [102,65,16]                                        3                              10001           2461            0.0436398983001709
130             0.25            2096            [54,38,12,48]                                      4                              10000           1910            0.039041996002197266
130             0.5             4192            [43,19,105,104,46,58]                              6                              10005           1249            0.03743743896484375
130             0.75            6288            [1,4,5,10,22,24,25,60,61,77,99]                    11                             10001           741             0.041237831115722656
131             0.125           1064            [21,45,35]                                         3                              10005           2463            0.04410576820373535
131             0.25            2128            [120,73,72,17]                                     4                              10001           1850            0.03899073600769043
131             0.5             4257            [4,97,130,0,22,106,123]                            7                              10001           1222            0.035635948181152344
131             0.75            6386            [36,111,90,42,124,17,9,35,30,10,101]               11                             10018           747             0.04111671447753906
132             0.125           1080            [49,38,128]                                        3                              10003           2461            0.04303598403930664
132             0.25            2161            [124,68,125,48]                                    4                              10004           2047            0.0411224365234375
132             0.5             4323            [43,22,55,20,14,67]                                6                              10007           1241            0.03614950180053711
132             0.75            6484            [23,95,107,125,74,21,7,106,24,92,83]               11                             10003           748             0.04022693634033203
133             0.125           1097            [104,110,100]                                      3                              10003           2462            0.04304051399230957
133             0.25            2194            [23,97,91,110]                                     4                              10003           1862            0.03965425491333008
133             0.5             4389            [70,5,119,94,79]                                   5                              10005           1525            0.040598392486572266
133             0.75            6583            [59,11,68,41,84,30,37,89,118,77,83]                11                             10003           744             0.04010510444641113
134             0.125           1113            [49,106,98]                                        3                              10001           2470            0.04348278045654297
134             0.25            2227            [119,57,50,114]                                    4                              10007           1967            0.0405733585357666
134             0.5             4455            [122,59,56,8,33,113]                               6                              10001           1240            0.03629159927368164
134             0.75            6683            [4,15,97,130,82,48,64,37,115,118]                  10                             10011           779             0.0410466194152832
135             0.125           1130            [11,91,98]                                         3                              10000           2460            0.04370260238647461
135             0.25            2261            [100,131,50,101]                                   4                              10004           1844            0.038021087646484375
135             0.5             4522            [52,3,94,73,134,85]                                6                              10006           1348            0.03858447074890137
135             0.75            6783            [11,59,95,36,23,120,111,107,85,21,114,9,43]        13                             10000           678             0.03985857963562012
136             0.125           1147            [122,50,66]                                        3                              10003           2466            0.04447340965270996
136             0.25            2295            [11,100,104,108]                                   4                              10002           1874            0.03959321975708008
136             0.5             4590            [43,59,60,131,98,78]                               6                              10004           1269            0.03711199760437012
136             0.75            6885            [31,112,41,42,49,45,46,78,17,100,94]               11                             10011           719             0.04246854782104492
137             0.125           1164            [109,114,0]                                        3                              10000           2504            0.044562578201293945
137             0.25            2329            [62,57,61,64]                                      4                              10002           1857            0.03915143013000488
137             0.5             4658            [122,49,89,16,42]                                  5                              10003           1529            0.04279589653015137
137             0.75            6987            [68,41,51,64,102,76,21,104,58,132,65]              11                             10001           727             0.04111957550048828
138             0.125           1181            [124,20,43]                                        3                              10000           2461            0.044347524642944336
138             0.25            2363            [26,22,100,130]                                    4                              10003           1853            0.04004669189453125
138             0.5             4726            [43,84,130,37,96,35]                               6                              10005           1246            0.0375821590423584
138             0.75            7089            [4,97,112,7,57,122,55,127,65,10,1,118]             12                             10006           679             0.04140663146972656
139             0.125           1198            [87,134,76]                                        3                              10003           2642            0.046558380126953125
139             0.25            2397            [5,14,12,52]                                       4                              10002           1900            0.04095792770385742
139             0.5             4795            [19,5,21,32,97,64]                                 6                              10005           1225            0.03925061225891113
139             0.75            7193            [26,90,112,47,79,81,82,124,78,34,83]               11                             10008           729             0.04256749153137207
140             0.125           1216            [21,37,30]                                         3                              10002           2463            0.05316424369812012
140             0.25            2432            [102,24,64,74]                                     4                              10000           1854            0.043145179748535156
140             0.5             4865            [39,111,113,2,35]                                  5                              10000           1503            0.04188132286071777
140             0.75            7297            [11,95,36,107,73,46,70,50,54,38,2]                 11                             10002           726             0.044097185134887695
141             0.125           1233            [4,2,61]                                           3                              10002           2457            0.046164512634277344
141             0.25            2467            [57,46,88]                                         3                              10002           2361            0.04456782341003418
141             0.5             4935            [4,36,91,42,40,30]                                 6                              10000           1228            0.039170265197753906
141             0.75            7402            [26,15,41,82,64,56,18,52,67,128,72]                11                             10010           728             0.04256391525268555
142             0.125           1251            [127,45,30]                                        3                              10003           2453            0.05161881446838379
142             0.25            2502            [1,8,32,35,74]                                     5                              10001           1647            0.0398099422454834
142             0.5             5005            [5,133,33,44,93]                                   5                              10001           1513            0.040556907653808594
142             0.75            7508            [2,4,6,9,10,13,48,49,63,65,93,96]                  12                             10003           651             0.04642462730407715
143             0.125           1269            [140,70,118]                                       3                              10003           2454            0.04580521583557129
143             0.25            2538            [87,29,30,12]                                      4                              10001           1865            0.04144477844238281
143             0.5             5076            [124,90,27,21,139,52]                              6                              10001           1229            0.03757953643798828
143             0.75            7614            [11,23,138,95,47,81,25,28,126,9,119,32]            12                             10016           641             0.044027090072631836
144             0.125           1287            [96,83,67]                                         3                              10003           2457            0.04659104347229004
144             0.25            2574            [24,97,31,14]                                      4                              10005           1846            0.040639638900756836
144             0.5             5148            [124,5,95,97,37,82]                                6                              10005           1242            0.03830218315124512
144             0.75            7722            [6,7,8,9,24,34,37,50,63,66,68,69,97]               13                             10010           686             0.041635751724243164
145             0.125           1305            [18,22,121]                                        3                              10003           2464            0.045189619064331055
145             0.25            2610            [4,118,99,53]                                      4                              10003           1935            0.0417475700378418
145             0.5             5220            [26,21,41,12,42,48]                                6                              10012           1267            0.03766465187072754
145             0.75            7830            [4,5,59,11,111,138,31,102,49,39,61,93]             12                             10006           663             0.04156899452209473
146             0.125           1323            [122,113,78]                                       3                              10000           2446            0.04409527778625488
146             0.25            2646            [1,98,33,127]                                      4                              10002           1862            0.04004192352294922
146             0.5             5292            [87,100,24,42,40]                                  5                              10000           1507            0.039063453674316406
146             0.75            7938            [0,1,2,4,12,18,68,70,91,95,97,107]                 12                             10007           646             0.04119277000427246
147             0.125           1341            [19,1,143]                                         3                              10000           2455            0.04359889030456543
147             0.25            2682            [73,95,144]                                        3                              10000           2382            0.04464244842529297
147             0.5             5365            [26,23,91,41,74,136,88,63]                         8                              10000           1064            0.03717160224914551
147             0.75            8048            [4,11,3,31,125,42,51,40,74,56,113,24,145]          13                             10011           676             0.041155338287353516
148             0.125           1359            [19,45,116]                                        3                              10002           2458            0.04673027992248535
148             0.25            2719            [19,106,57,34]                                     4                              10000           1873            0.03959989547729492
148             0.5             5439            [0,3,13,41,85,89,111]                              7                              10002           1212            0.03939175605773926
148             0.75            8158            [0,2,4,13,15,18,34,64,118,131,142]                 11                             10005           727             0.04308938980102539
149             0.125           1378            [47,70,116]                                        3                              10002           2462            0.044399261474609375
149             0.25            2756            [27,131,88,129]                                    4                              10003           1848            0.040041446685791016
149             0.5             5513            [19,70,15,3,41,58]                                 6                              10001           1253            0.03806567192077637
149             0.75            8269            [26,11,5,111,90,3,47,130,42,40,19,16,139]          13                             10013           660             0.04104447364807129
150             0.125           1396            [39,7,94]                                          3                              10001           2471            0.043550729751586914
150             0.25            2793            [122,39,95,45]                                     4                              10003           2106            0.042046546936035156
150             0.5             5587            [26,22,125,48,42,64]                               6                              10002           1258            0.03667092323303223
150             0.75            8381            [6,8,9,11,14,20,40,45,53,77,118]                   11                             10006           733             0.040040016174316406
