Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
88              0.5             1914            [59,65,32,8,34,80]                                 6                              500002          63914           1.73380446434021
88              0.75            2871            [4,59,23,44,64,13,46,78,70,38,33]                  11                             500011          37427           1.8847429752349854
89              0.125           489             [56,38,79,74]                                      4                              500002          104648          1.9072315692901611
89              0.25            979             [69,65,71,17]                                      4                              500002          93536           1.862867832183838
89              0.5             1958            [87,15,69,45,75,67]                                6                              500003          63128           1.7302021980285645
89              0.75            2937            [26,59,11,64,0,56,7,2,84,55,58,43]                 12                             500012          34483           1.9385759830474854
90              0.125           500             [82,73,30]                                         3                              500003          124180          2.051856517791748
90              0.25            1001            [18,20,42,52]                                      4                              500000          93470           1.8475136756896973
90              0.5             2002            [19,24,51,53,6,81,73]                              7                              500005          61718           1.742701768875122
90              0.75            3003            [59,31,79,76,60,6,17,52,35,30,50,88,2]             13                             500010          33805           1.9434127807617188
91              0.125           511             [26,73,65]                                         3                              500002          124239          2.0568037033081055
91              0.25            1023            [59,60,39,84]                                      4                              500002          93986           1.8862848281860352
91              0.5             2047            [60,56,90,3,44,0,28]                               7                              500007          61496           1.7110750675201416
91              0.75            3071            [4,59,8,73,82,18,27,84,19,53,54]                   11                             500008          37269           1.9248847961425781
92              0.125           523             [13,51,90]                                         3                              500003          124369          2.0767033100128174
92              0.25            1046            [60,45,57,84]                                      4                              500007          93840           1.868227243423462
92              0.5             2093            [4,11,23,36,54,10,77]                              7                              500001          61995           1.7108049392700195
92              0.75            3139            [26,4,68,51,40,22,60,18,67,12,65]                  11                             500000          36736           1.9591684341430664
93              0.125           534             [30,33,79,2]                                       4                              500003          104180          1.9252972602844238
93              0.25            1069            [36,71,13,81,50]                                   5                              500005          85549           1.8229570388793945
93              0.5             2139            [19,39,5,55,30,42,35]                              7                              500003          61450           1.7254328727722168
93              0.75            3208            [26,4,36,31,44,79,51,48,92,12,65,62]               12                             500015          35521           1.956477165222168
94              0.125           546             [70,3,13,66]                                       4                              500003          101387          1.9217541217803955
94              0.25            1092            [87,20,37,81,35]                                   5                              500001          90608           1.8584082126617432
94              0.5             2185            [19,29,20,92,37,48,86]                             7                              500001          62409           1.7329437732696533
94              0.75            3278            [4,59,68,91,25,40,60,78,19,70,29,86]               12                             500004          34505           1.948007345199585
95              0.125           558             [47,40,66]                                         3                              500000          124294          2.1253395080566406
95              0.25            1116            [55,61,50,64,74]                                   5                              500004          91021           1.880183458328247
95              0.5             2232            [87,70,60,59,62,13,80]                             7                              500004          62677           1.7481882572174072
95              0.75            3348            [90,44,40,0,22,18,57,52,55,43,54,33,75]            13                             500000          33870           1.948751449584961
96              0.125           570             [47,17,5]                                          3                              500000          124361          2.1505846977233887
96              0.25            1140            [19,15,49,54,74]                                   5                              500000          87947           1.850398302078247
96              0.5             2280            [15,18,92,16,37,72,40]                             7                              500001          62632           1.7534887790679932
96              0.75            3420            [90,68,41,47,73,64,60,78,52,29,93,72]              12                             500004          35030           1.9415836334228516
97              0.125           582             [5,51,78]                                          3                              500002          124359          2.087880849838257
97              0.25            1164            [87,13,81,72]                                      4                              500000          94447           1.8798446655273438
97              0.5             2328            [26,2,24,16,47,12,9]                               7                              500005          62081           1.739598274230957
97              0.75            3492            [59,15,90,40,7,17,84,35,70,93,94,88]               12                             500000          34485           1.9134347438812256
98              0.125           594             [82,96,1]                                          3                              500003          124282          2.100078821182251
98              0.25            1188            [87,30,25,76]                                      4                              500004          93679           1.873702049255371
98              0.5             2376            [26,68,54,14,77,85]                                6                              500006          63057           1.740792989730835
98              0.75            3564            [5,90,81,44,82,48,74,27,58,10,33,34]               12                             500005          33164           1.9197802543640137
99              0.125           606             [28,93,78]                                         3                              500001          124461          2.089369058609009
99              0.25            1212            [19,20,54,28]                                      4                              500001          93304           1.8793354034423828
99              0.5             2425            [26,39,23,62,8,3,75]                               7                              500002          61844           1.7333691120147705
99              0.75            3638            [5,3,41,91,71,21,7,70,92,96,72]                    11                             500011          36981           1.9484989643096924
100             0.125           618             [63,50,46]                                         3                              500001          124239          2.073136806488037
100             0.25            1237            [19,69,55,53]                                      4                              500003          93592           1.8957834243774414
100             0.5             2475            [0,1,16,17,22,72,96]                               7                              500007          61431           1.7193999290466309
100             0.75            3712            [15,90,8,71,48,40,7,13,66,84,29,34]                12                             500015          35595           1.9491736888885498
101             0.125           631             [96,80,78]                                         3                              500001          124383          2.110034704208374
101             0.25            1262            [26,69,51,76]                                      4                              500001          94122           1.8963282108306885
101             0.5             2525            [19,29,36,45,41,99,96]                             7                              500004          61607           1.74493408203125
101             0.75            3787            [26,5,36,90,8,79,29,100,32,38,34]                  11                             500009          36477           1.935992956161499
102             0.125           643             [33,40,95]                                         3                              500002          124256          2.1269187927246094
102             0.25            1287            [39,30,73,75]                                      4                              500004          93341           1.9007360935211182
102             0.5             2575            [62,78,1,66,44,101,80]                             7                              500003          62882           1.7563374042510986
102             0.75            3863            [26,4,90,98,49,27,21,20,6,100,32,86,33]            13                             500009          33788           1.920929193496704
103             0.125           656             [97,8,65]                                          3                              500002          124349          2.1797306537628174
103             0.25            1313            [97,63,86,35]                                      4                              500003          94262           1.9060168266296387
103             0.5             2626            [4,29,22,32,97,31,84]                              7                              500007          61742           1.7743628025054932
103             0.75            3939            [4,59,41,47,49,57,84,9,67,39,93,38]                12                             500004          35800           1.9560601711273193
104             0.125           669             [38,100,75,28]                                     4                              500001          112539          2.0514817237854004
104             0.25            1339            [39,56,10,45,42]                                   5                              500002          88649           1.8987939357757568
104             0.5             2678            [87,60,36,68,18,33,35]                             7                              500005          61692           1.779362440109253
104             0.75            4017            [3,41,91,44,42,46,70,55,93,1,94,72]                12                             500010          35042           1.9696950912475586
105             0.125           682             [43,100,75]                                        3                              500001          124289          2.1346206665039062
105             0.25            1365            [23,36,10,13,42]                                   5                              500002          84240           1.8544228076934814
105             0.5             2730            [19,103,49,41,12,34,74]                            7                              500000          61788           1.7672491073608398
105             0.75            4095            [59,15,3,41,42,82,51,28,20,78,58,14]               12                             500001          33277           1.9714813232421875
106             0.125           695             [70,64,61]                                         3                              500001          124362          2.1536364555358887
106             0.25            1391            [19,24,18,25]                                      4                              500001          94325           1.95540452003479
106             0.5             2782            [26,22,90,104,53,74,0]                             7                              500003          62852           1.7952735424041748
106             0.75            4173            [95,36,3,81,20,7,27,13,55,12,58,99]                12                             500005          33617           1.949321985244751
107             0.125           708             [103,17,53,86]                                     4                              500002          99433           1.931518793106079
107             0.25            1417            [105,18,86,75,35]                                  5                              500003          84937           1.8538880348205566
107             0.5             2835            [56,8,7,21,53,42]                                  6                              500011          63420           1.7793307304382324
107             0.75            4253            [15,23,95,41,71,56,57,66,55,104,93,99]             12                             500007          36496           1.9889795780181885
108             0.125           722             [85,106,78,0]                                      4                              500001          116905          2.105299711227417
108             0.25            1444            [44,48,75,0,93]                                    5                              500002          89568           1.9021313190460205
108             0.5             2889            [103,69,24,65,57,83,78]                            7                              500000          62721           1.7671256065368652
108             0.75            4333            [5,95,64,76,74,56,21,7,6,84,50,2,101]              13                             500001          33475           1.9651603698730469
109             0.125           735             [64,55,66,38]                                      4                              500000          116110          2.0840673446655273
109             0.25            1471            [60,21,77,96,17]                                   5                              500003          89432           1.9278209209442139
109             0.5             2943            [100,60,14,82,99,80,40]                            7                              500001          61688           1.7991986274719238
109             0.75            4414            [59,15,98,47,51,72,46,2,100,12,34]                 11                             500002          37090           1.9819986820220947
110             0.125           749             [26,2,46]                                          3                              500001          124274          2.184422731399536
110             0.25            1498            [19,56,61,63]                                      4                              500001          93687           1.9452269077301025
110             0.5             2997            [1,2,4,15,57,84,105]                               7                              500007          61294           1.7961852550506592
110             0.75            4496            [71,47,109,25,40,28,27,45,21,17,1,63]              12                             500006          33166           1.965738296508789
111             0.125           763             [5,79,42]                                          3                              500001          124281          2.197916269302368
111             0.25            1526            [26,60,36,61]                                      4                              500002          94161           1.9609370231628418
111             0.5             3052            [29,36,45,47,66,78,102]                            7                              500000          63131           1.7948331832885742
111             0.75            4578            [4,5,11,97,41,82,76,21,106,45,84,29,32]            13                             500003          34965           1.942263126373291
112             0.125           777             [23,89,25]                                         3                              500001          124311          2.207007646560669
112             0.25            1554            [19,60,4,106]                                      4                              500000          93217           1.9674460887908936
112             0.5             3108            [29,111,68,44,51,48]                               6                              500003          63010           1.814622163772583
112             0.75            4662            [95,97,82,76,28,27,46,17,24,88,77,83,34]           13                             500006          34000           1.9829139709472656
113             0.125           791             [8,38,25,58]                                       4                              500000          98880           1.9850618839263916
113             0.25            1582            [11,7,3,94,51]                                     5                              500000          90259           1.9388141632080078
113             0.5             3164            [43,39,100,24,45,46]                               6                              500003          62964           1.8118290901184082
113             0.75            4746            [59,90,68,25,51,48,49,66,19,39,104,50,103]         13                             500010          33868           2.0098624229431152
114             0.125           805             [19,29,110,67]                                     4                              500000          103763          2.0309903621673584
114             0.25            1610            [39,65,12,77]                                      4                              500002          93564           1.9711129665374756
114             0.5             3220            [0,5,6,42,96,107,111]                              7                              500003          61371           1.796659231185913
114             0.75            4830            [59,11,31,98,63,60,18,21,20,45,50,88]              12                             500005          35613           2.020557165145874
115             0.125           819             [54,10,99]                                         3                              500001          124245          2.210745334625244
115             0.25            1638            [105,88,113,42,40]                                 5                              500004          88435           1.9259812831878662
115             0.5             3277            [55,65,84,54,107,113,28]                           7                              500006          61506           1.7939624786376953
115             0.75            4916            [5,59,68,44,82,74,0,19,53,65,89]                   11                             500001          37280           2.0186614990234375
116             0.125           833             [23,62,45,78]                                      4                              500000          120916          2.207442045211792
116             0.25            1667            [26,60,37,102]                                     4                              500004          93630           1.9847493171691895
116             0.5             3335            [39,100,24,49,97,17,102]                           7                              500002          63019           1.8260087966918945
116             0.75            5002            [59,11,28,56,60,105,21,114,35,70,100]              11                             500009          36861           1.9725759029388428
117             0.125           848             [43,110,109]                                       3                              500000          124323          2.250497341156006
117             0.25            1696            [87,3,89,113,28]                                   5                              500002          89662           1.9463090896606445
117             0.5             3393            [26,60,103,59,110,72,0]                            7                              500004          61386           1.797579050064087
117             0.75            5089            [68,31,91,25,102,105,45,92,96,53,89,33]            12                             500003          35574           1.966334581375122
118             0.125           862             [97,106,111,25]                                    4                              500004          124372          2.2266836166381836
118             0.25            1725            [103,54,45,16,79]                                  5                              500003          84931           1.9512832164764404
118             0.5             3451            [26,95,21,94,16,113,109]                           7                              500004          61504           1.8143267631530762
118             0.75            5177            [90,3,41,47,64,0,56,17,35,19,39,65]                12                             500020          33345           1.992551326751709
119             0.125           877             [117,5,78]                                         3                              500001          124263          2.2485780715942383
119             0.25            1755            [55,65,20,79]                                      4                              500004          93624           2.001481056213379
119             0.5             3510            [87,5,43,30,13,58,93]                              7                              500007          61417           1.8443639278411865
119             0.75            5265            [4,23,31,102,56,27,20,57,13,67,19,65]              12                             500011          35114           1.994067907333374
120             0.125           892             [48,83,101]                                        3                              500000          124330          2.2742865085601807
120             0.25            1785            [36,93,102,28]                                     4                              500002          93470           1.9934940338134766
120             0.5             3570            [87,11,60,95,1,30,86]                              7                              500004          61940           1.8176870346069336
120             0.75            5355            [95,31,47,44,63,109,116,96,88,77,34,72]            12                             500010          36349           1.9883980751037598
121             0.125           907             [26,77,88]                                         3                              500000          124335          2.2298128604888916
121             0.25            1815            [43,7,30,89,67]                                    5                              500002          85355           1.9392197132110596
121             0.5             3630            [29,49,45,112,118,34,73]                           7                              500000          62004           1.8558154106140137
121             0.75            5445            [15,36,91,107,81,25,73,105,21,69,65,2]             12                             500008          35234           2.0110220909118652
122             0.125           922             [47,111,25]                                        3                              500001          124361          2.269179582595825
122             0.25            1845            [11,7,89,66]                                       4                              500003          93400           2.0041675567626953
122             0.5             3690            [43,11,15,21,25,78,101]                            7                              500003          61925           1.808687448501587
122             0.75            5535            [4,97,71,73,64,76,17,86,115,62,14,2]               12                             500000          33541           2.020988941192627
123             0.125           937             [68,37,85]                                         3                              500001          124279          2.2829627990722656
123             0.25            1875            [88,104,17,86,108]                                 5                              500004          86005           1.945406436920166
123             0.5             3751            [59,36,82,48,28,113,88]                            7                              500002          61391           1.8298087120056152
123             0.75            5627            [5,36,8,3,44,48,76,52,9,122,32,38]                 12                             500005          35871           2.005037307739258
124             0.125           953             [120,27,107,13]                                    4                              500000          98925           2.0890321731567383
124             0.25            1906            [15,115,105,98,34]                                 5                              500005          83313           1.9688682556152344
124             0.5             3813            [43,100,97,107,82,2,0]                             7                              500004          61429           1.82979416847229
124             0.75            5719            [95,36,90,41,40,20,114,70,24,119,12,58]            12                             500012          34003           2.025460720062256
125             0.125           968             [23,94,65,16]                                      4                              500004          118807          2.2312450408935547
125             0.25            1937            [55,10,77,93]                                      4                              500001          93667           2.029909610748291
125             0.5             3875            [103,11,15,115,20,7,2]                             7                              500000          61455           1.8464164733886719
125             0.75            5812            [5,111,41,28,56,18,13,52,9,119,65,118]             12                             500012          34038           1.993037223815918
126             0.125           984             [43,55,98,61]                                      4                              500001          98948           2.059931755065918
126             0.25            1968            [43,69,68,7,73]                                    5                              500004          86830           1.983686923980713
126             0.5             3937            [23,62,49,45,121,77,17]                            7                              500002          61887           1.846776008605957
126             0.75            5906            [26,8,3,40,48,60,105,7,100,37,61]                  11                             500008          36685           2.028198003768921
127             0.125           1000            [82,121,124]                                       3                              500003          124338          2.2862541675567627
127             0.25            2000            [26,9,18,78]                                       4                              500001          93612           2.0290443897247314
127             0.5             4000            [65,32,121,34,78,113,48]                           7                              500002          61875           1.8582279682159424
127             0.75            6000            [26,23,95,111,47,44,42,51,45,57,34,75]             12                             500000          33242           2.019972801208496
128             0.125           1016            [87,49,104,85]                                     4                              500004          107320          2.0319886207580566
128             0.25            2032            [103,83,86,28]                                     4                              500003          94041           1.9759061336517334
128             0.5             4064            [59,36,10,45,127,81]                               6                              500004          63027           1.803607702255249
128             0.75            6096            [95,68,40,64,28,124,72,114,35,104,54]              11                             500005          37010           1.9866282939910889
129             0.125           1032            [117,45,86]                                        3                              500000          124388          2.188304901123047
129             0.25            2064            [43,55,111,125,78]                                 5                              500003          85127           1.8852767944335938
129             0.5             4128            [103,59,43,119,104,33,108]                         7                              500002          62713           1.8325762748718262
129             0.75            6192            [59,95,8,91,0,20,21,55,32,1,83]                    11                             500023          36882           1.9907732009887695
130             0.125           1048            [117,115,108]                                      3                              500001          124301          2.188246011734009
130             0.25            2096            [6,88,121,109,52]                                  5                              500003          84828           1.9015171527862549
130             0.5             4192            [1,5,6,10,70,85,119]                               7                              500001          61439           1.7956225872039795
130             0.75            6288            [26,15,5,125,51,102,28,67,39,50,86,1]              12                             500005          34706           2.021888256072998
131             0.125           1064            [20,120,35]                                        3                              500000          124358          2.184985876083374
131             0.25            2128            [69,6,129,113,78]                                  5                              500000          87709           1.9145033359527588
131             0.5             4257            [123,11,65,119,116,12,93]                          7                              500001          61866           1.8077571392059326
131             0.75            6386            [26,68,49,57,6,13,2,61,53,93,65,63]                12                             500002          32904           1.9780409336090088
132             0.125           1080            [28,16,25]                                         3                              500003          124352          2.1836440563201904
132             0.25            2161            [19,122,49,63]                                     4                              500000          93792           1.9796080589294434
132             0.5             4323            [59,15,65,14,38,113,102]                           7                              500004          62544           1.8113682270050049
132             0.75            6484            [15,111,8,3,40,27,20,57,80,35,55,93]               12                             500019          33932           1.986595630645752
133             0.125           1097            [122,77,81,99]                                     4                              500003          99376           1.9821429252624512
133             0.25            2194            [103,115,77,2]                                     4                              500003          93598           1.9561755657196045
133             0.5             4389            [26,5,15,111,79,123,102]                           7                              500001          61711           1.8205633163452148
133             0.75            6583            [26,11,112,91,44,42,20,21,66,127,50,88]            12                             500007          33358           1.9829025268554688
134             0.125           1113            [125,10,88]                                        3                              500000          124284          2.1919357776641846
134             0.25            2227            [11,95,8,14,25]                                    5                              500002          91680           1.937387228012085
134             0.5             4455            [87,20,21,1,63,53,102]                             7                              500006          63019           1.8183152675628662
134             0.75            6683            [111,90,125,130,44,82,105,7,46,119,62,133]         12                             500009          35351           2.0339670181274414
135             0.125           1130            [52,29,101]                                        3                              500000          124285          2.197056770324707
135             0.25            2261            [107,38,83,82]                                     4                              500004          93541           1.9498863220214844
135             0.5             4522            [87,32,10,104,109,72,64]                           7                              500004          61266           1.7977352142333984
135             0.75            6783            [68,97,112,107,81,40,74,21,39,30,61]               11                             500006          36947           2.002166271209717
136             0.125           1147            [4,92,34]                                          3                              500003          124280          2.1779837608337402
136             0.25            2295            [32,133,135,46]                                    4                              500002          93375           1.994455099105835
136             0.5             4590            [1,3,9,10,15,111,135]                              7                              500007          61304           1.7853059768676758
136             0.75            6885            [26,11,36,31,91,42,51,45,66,24,30,86]              12                             500000          33428           1.98014497756958
137             0.125           1164            [19,95,118]                                        3                              500003          124238          2.195378541946411
137             0.25            2329            [19,14,37,53]                                      4                              500004          93680           1.9754066467285156
137             0.5             4658            [69,55,18,20,112,123,76]                           7                              500003          61482           1.8120062351226807
137             0.75            6987            [5,95,111,41,73,124,24,136,62,10,89]               11                             500021          36917           2.011960506439209
138             0.125           1181            [124,83,65]                                        3                              500000          124292          2.1918928623199463
138             0.25            2363            [55,93,20,16]                                      4                              500003          93498           1.9596288204193115
138             0.5             4726            [15,69,105,7,133,72,101]                           7                              500005          61454           1.788339614868164
138             0.75            7089            [26,47,130,22,7,57,135,13,127,128,83,101]          12                             500006          35102           1.991074562072754
139             0.125           1198            [30,88,85]                                         3                              500000          124278          2.253284215927124
139             0.25            2397            [5,24,49,10,136]                                   5                              500005          91406           1.9369113445281982
139             0.5             4795            [124,87,111,92,6,116]                              6                              500003          63266           1.8218417167663574
139             0.75            7193            [4,95,68,44,109,51,105,135,126,87,122,14]          12                             500010          35002           1.9920036792755127
140             0.125           1216            [139,8,138,89]                                     4                              500003          108372          2.0606327056884766
140             0.25            2432            [43,59,116,12,84]                                  5                              500000          86495           1.9077892303466797
140             0.5             4865            [19,88,104,34,83,28]                               6                              500000          63035           1.8092594146728516
140             0.75            7297            [4,120,73,64,102,56,21,18,7,119,96,86,54]          13                             500000          36095           1.9777812957763672
141             0.125           1233            [4,129,61,63]                                      4                              500001          107734          2.105797529220581
141             0.25            2467            [103,59,138,57,116]                                5                              500002          83581           1.948744535446167
141             0.5             4935            [124,5,129,121,12,93]                              6                              500000          63095           1.904109239578247
141             0.75            7402            [4,120,31,41,42,105,45,117,29,128,86]              11                             500006          36970           2.2268855571746826
142             0.125           1251            [39,6,135,74]                                      4                              500001          98870           2.087993860244751
142             0.25            2502            [16,125,139,86]                                    4                              500001          93407           2.0756824016571045
142             0.5             5005            [0,9,14,18,20,65,71]                               7                              500003          61371           1.8869974613189697
142             0.75            7508            [4,90,140,73,124,45,13,17,100,119,12,129]          12                             500000          33313           2.135514259338379
143             0.125           1269            [19,70,104,51]                                     4                              500001          117881          2.2678701877593994
143             0.25            2538            [29,23,65,25,42]                                   5                              500003          87599           2.0283191204071045
143             0.5             5076            [11,5,88,121,46,123,67]                            7                              500007          61766           1.929013729095459
143             0.75            7614            [5,15,8,125,47,82,40,126,84,19,119,92]             12                             500006          36781           2.1775736808776855
144             0.125           1287            [103,95,97,45]                                     4                              500003          117005          2.2551252841949463
144             0.25            2574            [62,130,76,28]                                     4                              500004          94438           2.0700223445892334
144             0.5             5148            [59,56,23,84,10,6,35]                              7                              500001          61880           1.8984203338623047
144             0.75            7722            [3,4,5,7,8,10,26,34,56,59,62,87,124]               13                             500010          33666           2.1503851413726807
145             0.125           1305            [87,97,73,101]                                     4                              500001          109462          2.172074317932129
145             0.25            2610            [11,120,49,98,66]                                  5                              500005          88598           2.0420312881469727
145             0.5             5220            [4,69,20,30,89,91,135]                             7                              500009          61646           1.9098732471466064
145             0.75            7830            [26,5,90,41,130,79,81,21,13,117,9,131]             12                             500001          36110           2.1846725940704346
146             0.125           1323            [104,139,106]                                      3                              500001          124343          2.3324198722839355
146             0.25            2646            [22,3,89,143,76]                                   5                              500005          86708           2.022803544998169
146             0.5             5292            [22,36,90,8,110,81,144]                            7                              500001          62946           1.9268972873687744
146             0.75            7938            [138,95,130,25,76,141,70,132,118,77,83,72]         12                             500003          32981           2.1604552268981934
147             0.125           1341            [103,110,35]                                       3                              500000          124294          2.298640251159668
147             0.25            2682            [138,65,90,71,85]                                  5                              500005          89797           2.029820442199707
147             0.5             5365            [87,15,55,133,16,121,109]                          7                              500007          62363           1.9433817863464355
147             0.75            8048            [140,68,97,91,109,76,60,117,122,119,43,129]        12                             500023          33571           2.1454625129699707
148             0.125           1359            [43,139,104]                                       3                              500002          124287          2.229428768157959
148             0.25            2719            [26,65,92,51]                                      4                              500003          93325           1.9882309436798096
148             0.5             5439            [26,122,60,1,88,116,123]                           7                              500007          61832           1.8068010807037354
148             0.75            8158            [4,5,120,8,44,6,135,126,93,33,77,34]               12                             500005          32661           2.026292562484741
149             0.125           1378            [19,54,23]                                         3                              500002          124328          2.212841272354126
149             0.25            2756            [59,23,45,147]                                     4                              500003          93446           2.0019006729125977
149             0.5             5513            [102,115,55,105,140,83,64]                         7                              500002          61350           1.813274621963501
149             0.75            8269            [4,11,79,44,146,85,0,60,17,70,104,63]              12                             500012          33617           2.0099034309387207
150             0.125           1396            [104,110,125]                                      3                              500002          124332          2.2023391723632812
150             0.25            2793            [142,92,25,76]                                     4                              500004          93268           1.9838805198669434
150             0.5             5587            [69,62,10,92,109,96,48]                            7                              500003          61480           1.8044531345367432
150             0.75            8381            [4,5,36,3,107,22,6,66,116,144,103,89,63]           13                             500000          33674           2.0159239768981934
